production_id,plant_id,production_date,product_code,target_strength_mpa,volume_m3,cement_kg_m3,water_l_m3,fine_aggregate_kg_m3,coarse_aggregate_kg_m3,moisture_pct,process_efficiency,material_cost_cad
PRD0001214,PLT002,2025-01-24,C35,35,95.42,325.91,173.12,708.28,972.0,5.41,0.9068,20701.03
PRD0001215,PLT002,2025-01-25,C35,35,104.27,328.95,175.93,764.52,1046.32,4.98,0.8363,23009.87
PRD0001216,PLT002,2025-01-25,C25,25,83.65,265.38,182.87,781.73,1036.2,4.83,0.8638,16002.24
PRD0001217,PLT002,2025-01-26,C40,40,118.48,370.75,156.55,758.32,1010.75,7.71,0.8061,28323.24
PRD0001218,PLT002,2025-01-26,C25,25,112.89,254.92,183.54,824.21,991.13,3.63,0.8594,21618.1
PRD0001219,PLT002,2025-01-26,C25,25,124.39,269.11,173.88,726.77,965.8,4.23,0.8051,24133.06
PRD0001220,PLT002,2025-01-27,C30,30,119.1,298.82,174.16,745.34,974.45,6.95,0.8249,24613.77
PRD0001221,PLT002,2025-01-27,C40,40,125.63,369.49,155.33,771.56,995.2,4.11,0.8521,29702.29
PRD0001222,PLT002,2025-01-28,C30,30,93.3,294.18,173.34,759.78,985.2,2.94,0.8294,19260.89
PRD0001223,PLT002,2025-01-28,C35,35,84.03,327.64,171.97,735.53,1040.87,3.56,0.8287,18577.61
PRD0001224,PLT002,2025-01-28,C35,35,114.73,337.84,170.12,757.51,977.01,3.13,0.8153,25445.53
PRD0001225,PLT002,2025-01-28,C40,40,97.58,377.49,165.0,739.37,993.42,5.05,0.8499,23083.81
PRD0001226,PLT002,2025-01-28,C40,40,138.81,374.78,161.62,776.78,1007.32,5.22,0.8478,32852.65
PRD0001227,PLT002,2025-01-29,C25,25,112.8,251.56,176.99,803.51,976.99,6.71,0.8535,21631.53
PRD0001228,PLT002,2025-01-29,C30,30,124.38,298.39,169.79,734.04,1025.06,5.86,0.8365,25634.1
PRD0001229,PLT002,2025-01-29,C35,35,101.46,329.74,168.52,824.35,1043.34,4.18,0.8386,22376.63
PRD0001230,PLT002,2025-01-29,C35,35,121.66,334.37,167.94,736.16,991.25,4.94,0.8191,26958.66
PRD0001231,PLT002,2025-01-30,C35,35,112.41,336.43,163.76,717.87,1040.8,4.2,0.9248,24278.79
PRD0001232,PLT002,2025-01-30,C30,30,65.54,305.6,173.86,741.12,983.36,6.69,0.8596,13433.05
PRD0001233,PLT002,2025-01-30,C35,35,109.28,328.24,166.18,787.66,1029.35,3.23,0.9168,23649.79
PRD0001234,PLT002,2025-01-30,C30,30,55.0,296.55,173.52,775.86,1023.03,4.62,0.8459,11309.53
PRD0001235,PLT002,2025-01-30,C25,25,124.06,261.19,174.56,754.22,1048.47,4.41,0.8424,23855.76
PRD0001236,PLT002,2025-01-31,C40,40,76.07,364.3,162.57,734.31,959.44,4.29,0.9163,17707.19
PRD0001237,PLT002,2025-01-31,C25,25,161.75,256.2,177.77,770.1,997.04,3.75,0.86,30971.08
PRD0001238,PLT002,2025-01-31,C30,30,132.58,306.86,185.81,718.83,995.45,3.94,0.881,27031.08
PRD0001239,PLT002,2025-01-31,C25,25,99.76,257.51,169.51,749.61,1037.66,3.68,0.8551,19123.39
PRD0001240,PLT002,2025-01-31,C25,25,105.99,247.45,175.16,791.78,1020.16,2.99,0.851,20338.35
PRD0001241,PLT002,2025-02-03,C35,35,66.73,333.85,174.17,753.94,1005.73,5.65,0.8835,14558.26
PRD0001242,PLT002,2025-02-03,C25,25,101.9,250.97,182.29,793.38,988.67,3.2,0.8863,19387.53
PRD0001243,PLT002,2025-02-03,C30,30,133.58,295.76,176.9,758.51,1021.68,5.11,0.8368,27528.06
PRD0001244,PLT002,2025-02-03,C40,40,109.36,362.17,153.17,749.82,1017.52,6.41,0.8445,25902.4
PRD0001245,PLT002,2025-02-04,C30,30,124.45,306.68,178.94,780.9,1023.25,5.65,0.8856,25346.17
PRD0001246,PLT002,2025-02-04,C25,25,106.27,267.69,187.78,726.82,1039.91,5.44,0.9149,20077.36
PRD0001247,PLT002,2025-02-05,C40,40,115.03,365.33,161.89,725.38,1029.24,3.84,0.8674,27097.14
PRD0001248,PLT002,2025-02-05,C25,25,107.86,271.22,182.93,783.38,938.31,4.73,0.9021,20442.3
PRD0001249,PLT002,2025-02-05,C25,25,113.72,256.91,175.55,760.07,1035.88,4.5,0.8326,21917.9
PRD0001250,PLT002,2025-02-05,C35,35,121.62,334.68,163.48,760.28,1009.19,3.82,0.8777,26572.86
PRD0001251,PLT002,2025-02-05,C30,30,131.0,304.43,177.84,725.62,1036.42,6.44,0.9167,26478.17
PRD0001252,PLT002,2025-02-06,C35,35,58.64,329.76,168.53,748.39,1045.45,4.1,0.9034,12732.64
PRD0001253,PLT002,2025-02-06,C40,40,103.96,370.72,162.61,746.94,1003.59,4.83,0.8329,24692.45
PRD0001254,PLT002,2025-02-06,C25,25,85.16,256.67,181.7,717.51,1019.87,7.98,0.9043,16132.15
PRD0001255,PLT002,2025-02-07,C35,35,79.9,336.87,164.98,794.24,1014.98,4.39,0.8608,17527.14
PRD0001256,PLT002,2025-02-07,C30,30,72.45,303.47,179.17,768.07,958.69,4.14,0.9015,14697.52
PRD0001257,PLT002,2025-02-10,C40,40,118.76,361.82,165.63,749.05,1048.7,4.43,0.9202,27617.49
PRD0001258,PLT002,2025-02-10,C25,25,109.29,255.79,178.66,773.56,1027.84,4.93,0.8528,20962.11
PRD0001259,PLT002,2025-02-11,C40,40,128.52,354.35,159.63,729.12,1013.47,5.28,0.8894,30113.6
PRD0001260,PLT002,2025-02-11,C25,25,120.11,264.86,177.85,761.3,1060.32,3.51,0.7883,23397.31
PRD0001261,PLT002,2025-02-12,C35,35,106.51,330.52,163.12,790.76,982.1,7.3,0.8307,23536.57
PRD0001262,PLT002,2025-02-12,C35,35,107.06,335.81,175.26,722.76,1104.77,3.91,0.8427,23588.76
PRD0001263,PLT002,2025-02-13,C40,40,83.57,360.18,159.99,765.35,963.56,5.58,0.8028,19994.44
PRD0001264,PLT002,2025-02-13,C40,40,119.79,357.62,166.8,753.48,1065.57,5.37,0.8826,28114.0
PRD0001265,PLT002,2025-02-14,C40,40,148.23,363.83,164.41,810.55,1035.38,5.74,0.7521,35890.01
PRD0001266,PLT002,2025-02-14,C40,40,83.17,371.78,164.73,752.66,943.91,5.0,0.7941,19938.01
PRD0001267,PLT002,2025-02-14,C30,30,99.56,303.73,168.44,773.03,1013.49,4.79,0.8198,20601.53
PRD0001268,PLT002,2025-02-14,C30,30,107.32,300.96,175.93,754.72,1028.17,3.72,0.926,21641.99
PRD0001269,PLT002,2025-02-15,C35,35,122.67,329.54,167.21,771.05,1042.08,2.31,0.7975,27323.38
PRD0001270,PLT002,2025-02-15,C35,35,122.76,321.95,169.55,760.5,1037.46,3.01,0.8596,26937.53
PRD0001271,PLT002,2025-02-15,C35,35,129.62,331.36,161.42,768.71,975.93,4.04,0.8913,28226.67
PRD0001272,PLT002,2025-02-15,C40,40,95.21,367.64,162.41,722.47,969.16,4.64,0.8796,22360.6
PRD0001273,PLT002,2025-02-17,C25,25,86.39,259.29,192.26,749.0,980.36,3.49,0.8631,16529.56
PRD0001274,PLT002,2025-02-17,C30,30,107.25,297.3,174.23,724.41,1008.37,4.08,0.8896,21821.31
PRD0001275,PLT002,2025-02-17,C40,40,100.53,368.35,159.06,724.97,1000.44,4.04,0.8626,23708.97
PRD0001276,PLT002,2025-02-17,C35,35,72.14,328.87,163.91,773.49,999.12,5.4,0.9061,15653.25
PRD0001277,PLT002,2025-02-18,C35,35,117.67,327.92,161.38,752.11,1003.08,5.18,0.8774,25710.86
PRD0001278,PLT002,2025-02-18,C25,25,120.04,260.49,182.06,740.82,1026.43,4.68,0.7939,23351.77
PRD0001279,PLT002,2025-02-19,C40,40,112.58,360.27,160.92,710.57,1058.31,4.99,0.8179,26837.38
PRD0001280,PLT002,2025-02-19,C25,25,99.26,254.62,186.03,780.64,966.22,3.25,0.7877,19338.44
PRD0001281,PLT002,2025-02-19,C30,30,155.27,290.62,172.71,765.86,1000.85,4.23,0.8766,31692.49
PRD0001282,PLT002,2025-02-19,C25,25,86.99,260.46,182.43,741.27,1020.4,4.84,0.8381,16745.26
PRD0001283,PLT002,2025-02-19,C25,25,153.15,252.05,181.0,756.84,1018.76,6.33,0.8408,29460.91
PRD0001284,PLT002,2025-02-20,C25,25,117.94,252.6,179.02,757.57,976.55,4.43,0.9032,22347.71
PRD0001285,PLT002,2025-02-20,C35,35,94.65,320.12,169.05,766.2,1033.3,5.02,0.8258,20939.72
PRD0001286,PLT002,2025-02-20,C35,35,98.87,333.42,171.48,805.96,1076.54,6.89,0.8271,21866.43
PRD0001287,PLT002,2025-02-21,C35,35,102.2,333.87,166.96,791.98,1020.01,4.65,0.8062,22716.99
PRD0001288,PLT002,2025-02-21,C30,30,115.17,291.27,177.28,764.52,1018.63,5.44,0.853,23641.99
PRD0001289,PLT002,2025-02-21,C40,40,92.2,352.2,158.47,726.89,989.33,4.84,0.8566,21775.55
PRD0001290,PLT002,2025-02-21,C40,40,100.07,348.36,166.93,755.86,1051.29,5.45,0.8958,23410.89
PRD0001291,PLT002,2025-02-21,C25,25,124.0,258.35,182.61,821.54,996.53,2.38,0.8603,23741.61
PRD0001292,PLT002,2025-02-22,C35,35,104.7,337.56,172.34,773.07,1012.31,4.09,0.8963,22772.81
PRD0001293,PLT002,2025-02-22,C25,25,62.92,259.88,175.84,756.29,997.26,4.34,0.8365,12116.85
PRD0001294,PLT002,2025-02-22,C35,35,81.82,335.49,171.18,790.57,990.91,4.5,0.8934,17808.99
PRD0001295,PLT002,2025-02-22,C30,30,125.93,304.18,172.49,794.33,1032.75,2.3,0.8415,25921.75
PRD0001296,PLT002,2025-02-22,C35,35,145.64,331.06,171.6,758.42,1022.56,5.85,0.8536,32006.24
PRD0001297,PLT002,2025-02-23,C30,30,128.24,304.62,178.46,761.64,1064.02,2.61,0.8008,26655.99
PRD0001298,PLT002,2025-02-23,C40,40,118.81,370.42,155.34,778.63,995.58,3.65,0.8666,27991.5
PRD0001299,PLT002,2025-02-23,C30,30,105.65,307.49,172.84,753.89,1032.54,4.49,0.8409,21749.77
PRD0001300,PLT002,2025-02-23,C25,25,74.99,263.31,188.35,742.16,1035.48,4.88,0.881,14285.37
PRD0001301,PLT002,2025-02-24,C35,35,74.37,337.52,174.16,733.74,998.89,3.33,0.8633,16305.93
PRD0001302,PLT002,2025-02-24,C35,35,121.09,318.97,164.98,813.53,1009.31,2.54,0.8969,26334.04
PRD0001303,PLT002,2025-02-25,C25,25,107.75,260.12,176.68,755.23,984.58,4.49,0.8951,20455.92
PRD0001304,PLT002,2025-02-25,C40,40,92.19,367.52,156.41,769.81,1030.31,3.54,0.7826,22161.34
PRD0001305,PLT002,2025-02-25,C30,30,125.16,304.49,175.54,741.1,990.36,4.68,0.9425,25137.67
PRD0001306,PLT002,2025-02-26,C25,25,71.48,262.36,180.54,731.94,944.67,6.58,0.9135,13509.04
PRD0001307,PLT002,2025-02-26,C30,30,105.18,308.28,174.72,804.81,1023.94,3.82,0.7985,21873.94
PRD0001308,PLT002,2025-02-27,C35,35,89.67,334.66,168.32,728.06,1016.05,4.75,0.8424,19758.25
PRD0001309,PLT002,2025-02-27,C25,25,133.37,253.84,179.16,751.07,1111.36,3.82,0.8284,25732.21
PRD0001310,PLT002,2025-02-27,C30,30,116.48,303.63,184.22,712.37,1024.85,2.88,0.8467,23947.27
PRD0001311,PLT002,2025-02-27,C40,40,86.28,369.94,158.05,756.24,998.29,3.46,0.835,20484.37
PRD0001312,PLT002,2025-02-27,C40,40,119.15,355.17,154.64,734.75,1009.0,3.54,0.888,27927.2
PRD0001313,PLT002,2025-02-28,C40,40,125.02,369.77,155.42,790.83,1061.42,5.14,0.8571,29524.03
PRD0001314,PLT002,2025-02-28,C40,40,69.42,366.49,163.75,770.92,989.83,4.42,0.8642,16364.58
PRD0001315,PLT002,2025-02-28,C30,30,114.29,315.71,175.73,748.95,1023.23,3.78,0.8531,23460.34
PRD0001316,PLT002,2025-03-02,C40,40,126.73,366.7,159.54,779.18,1026.45,5.74,0.9045,29583.29
PRD0001317,PLT002,2025-03-02,C40,40,129.68,369.97,156.15,737.4,998.46,4.44,0.7991,31052.53
PRD0001318,PLT002,2025-03-02,C40,40,105.31,362.32,156.91,760.98,1009.69,4.42,0.8579,24863.07
PRD0001319,PLT002,2025-03-02,C35,35,133.79,321.27,166.0,707.39,1013.83,3.94,0.8747,29252.8
PRD0001320,PLT002,2025-03-03,C30,30,133.54,292.8,174.69,768.3,984.5,3.92,0.891,27161.69
PRD0001321,PLT002,2025-03-03,C40,40,101.51,368.17,163.48,827.39,1007.62,5.04,0.8332,24110.17
PRD0001322,PLT002,2025-03-03,C35,35,97.06,326.68,158.35,758.63,993.14,3.13,0.8963,21111.28
PRD0001323,PLT002,2025-03-03,C40,40,92.35,357.63,153.46,753.84,1069.23,4.33,0.8543,21823.77
PRD0001324,PLT002,2025-03-04,C35,35,117.98,332.76,168.65,767.64,1005.56,4.52,0.7957,26289.65
PRD0001325,PLT002,2025-03-04,C40,40,153.42,367.61,160.11,760.19,991.72,4.44,0.8485,36304.51
PRD0001326,PLT002,2025-03-05,C25,25,74.01,266.08,181.07,766.57,1061.49,4.6,0.8885,14074.32
PRD0001327,PLT002,2025-03-05,C35,35,114.3,328.79,167.53,790.18,1035.9,5.4,0.8438,25177.07
PRD0001328,PLT002,2025-03-05,C25,25,108.87,251.77,182.69,789.2,949.58,4.54,0.8572,20860.0
PRD0001329,PLT002,2025-03-05,C35,35,102.15,329.01,176.0,806.22,1050.3,5.19,0.8733,22340.57
PRD0001330,PLT002,2025-03-05,C30,30,127.65,291.43,176.71,741.26,978.0,5.18,0.858,26171.2
PRD0001331,PLT002,2025-03-06,C25,25,121.67,257.4,177.87,771.04,1001.75,5.26,0.8426,23395.72
PRD0001332,PLT002,2025-03-06,C35,35,103.83,336.27,166.63,794.31,1073.5,3.61,0.7578,23344.39
PRD0001333,PLT002,2025-03-06,C25,25,90.94,267.7,181.98,745.28,1007.56,6.06,0.8656,17389.94
PRD0001334,PLT002,2025-03-07,C30,30,101.41,301.05,177.34,774.04,1044.61,5.7,0.8508,20828.34
PRD0001335,PLT002,2025-03-07,C35,35,85.03,321.86,165.61,739.84,1012.77,5.29,0.9041,18458.99
PRD0001336,PLT002,2025-03-07,C40,40,102.13,367.9,159.35,779.87,1004.16,3.98,0.8106,24387.62
PRD0001337,PLT002,2025-03-07,C35,35,104.29,330.45,170.68,788.17,989.85,3.49,0.9038,22641.21
PRD0001338,PLT002,2025-03-07,C40,40,118.84,371.51,155.26,759.12,1009.55,5.5,0.9007,27767.95
PRD0001339,PLT002,2025-03-08,C35,35,93.39,335.03,168.56,755.77,1044.93,5.15,0.8511,20535.73
PRD0001340,PLT002,2025-03-08,C35,35,94.42,327.12,174.37,770.26,1017.52,2.85,0.8897,20569.96
PRD0001341,PLT002,2025-03-08,C25,25,79.13,270.62,180.57,755.48,999.0,3.33,0.843,15214.58
PRD0001342,PLT002,2025-03-08,C30,30,69.77,286.37,174.63,716.97,1003.91,3.74,0.8522,14325.08
PRD0001343,PLT002,2025-03-09,C30,30,132.61,300.87,170.12,800.57,963.17,3.54,0.8301,27372.04
PRD0001344,PLT002,2025-03-09,C40,40,147.01,367.4,157.0,761.09,1016.31,6.41,0.8594,34696.08
PRD0001345,PLT002,2025-03-09,C30,30,96.57,305.47,169.57,814.67,1038.99,4.83,0.8258,19953.87
PRD0001346,PLT002,2025-03-09,C40,40,75.52,360.95,153.44,746.03,1078.63,6.78,0.8442,17890.32
PRD0001347,PLT002,2025-03-09,C25,25,113.56,255.8,182.15,779.74,1047.32,4.26,0.8795,21642.5
PRD0001348,PLT002,2025-03-10,C35,35,120.11,323.61,166.92,769.46,1022.06,5.45,0.805,26704.0
PRD0001349,PLT002,2025-03-10,C40,40,78.25,371.18,161.21,749.83,1008.76,6.07,0.865,18442.76
PRD0001350,PLT002,2025-03-10,C40,40,112.94,354.69,158.69,778.24,1055.8,4.34,0.8023,27023.21
PRD0001351,PLT002,2025-03-10,C35,35,58.57,336.17,163.55,804.88,1037.91,3.74,0.8212,12971.14
PRD0001352,PLT002,2025-03-11,C40,40,93.15,365.0,164.08,762.85,1038.62,5.93,0.8966,21787.16
PRD0001353,PLT002,2025-03-11,C30,30,69.94,297.23,177.48,743.22,995.81,3.74,0.8264,14449.25
PRD0001354,PLT002,2025-03-11,C30,30,147.74,298.77,172.1,716.87,981.37,3.55,0.8868,30079.47
PRD0001355,PLT002,2025-03-11,C30,30,131.04,298.55,172.95,759.53,995.51,4.82,0.8518,26907.11
PRD0001356,PLT002,2025-03-12,C35,35,115.5,336.24,169.86,785.89,1060.09,5.05,0.8423,25450.94
PRD0001357,PLT002,2025-03-12,C25,25,167.27,258.45,181.18,767.75,1040.93,4.85,0.8565,32055.64
PRD0001358,PLT002,2025-03-12,C30,30,135.4,309.97,172.84,767.72,1006.11,4.11,0.8137,28057.14
PRD0001359,PLT002,2025-03-13,C25,25,116.08,270.37,180.46,767.59,1016.48,3.55,0.8261,22409.21
PRD0001360,PLT002,2025-03-13,C35,35,134.76,323.06,167.26,794.62,1007.67,5.01,0.8616,29556.89
PRD0001361,PLT002,2025-03-13,C35,35,99.02,333.01,166.99,751.88,1014.8,7.03,0.7958,22064.15
PRD0001362,PLT002,2025-03-13,C25,25,95.91,266.56,185.08,753.05,1040.02,5.37,0.8665,18334.64
PRD0001363,PLT002,2025-03-14,C30,30,97.98,287.86,175.28,772.36,1034.98,3.52,0.8051,20346.24
PRD0001364,PLT002,2025-03-14,C25,25,84.0,253.6,181.83,786.15,1024.57,6.12,0.873,16033.67
PRD0001365,PLT002,2025-03-14,C30,30,124.74,306.73,173.37,746.31,976.74,4.62,0.825,25779.77
PRD0001366,PLT002,2025-03-14,C40,40,63.27,362.58,157.26,763.37,1062.88,3.43,0.8544,14950.2
PRD0001367,PLT002,2025-03-15,C30,30,107.56,304.38,170.84,772.9,1013.55,3.3,0.8961,21850.03
PRD0001368,PLT002,2025-03-15,C40,40,81.53,363.04,156.3,736.2,1036.36,4.83,0.8877,19110.85
PRD0001369,PLT002,2025-03-15,C35,35,97.82,325.7,171.26,764.66,973.5,3.82,0.8953,21281.4
PRD0001370,PLT002,2025-03-16,C25,25,106.23,255.67,178.51,803.56,984.93,5.31,0.897,20158.68
PRD0001371,PLT002,2025-03-16,C35,35,113.12,329.06,168.45,722.96,1006.35,6.03,0.8783,24710.21
PRD0001372,PLT002,2025-03-17,C30,30,126.99,294.94,170.92,746.09,1066.04,6.08,0.8837,25875.67
PRD0001373,PLT002,2025-03-17,C30,30,111.34,295.94,171.82,715.79,1034.84,6.04,0.8802,22705.06
PRD0001374,PLT002,2025-03-18,C40,40,106.63,366.33,158.55,771.08,1038.05,5.81,0.8204,25402.74
PRD0001375,PLT002,2025-03-18,C40,40,107.83,364.34,158.99,781.61,1049.19,6.18,0.8749,25354.18
PRD0001376,PLT002,2025-03-18,C30,30,139.47,294.46,181.19,751.95,1035.18,5.31,0.8164,28883.36
PRD0001377,PLT002,2025-03-18,C25,25,116.39,251.2,186.54,745.49,1016.21,5.8,0.8927,22109.66
PRD0001378,PLT002,2025-03-18,C25,25,106.65,258.61,192.5,730.21,1051.62,5.07,0.809,20671.62
PRD0001379,PLT002,2025-03-19,C25,25,93.68,261.49,185.02,734.79,1073.16,5.52,0.9093,17723.31
PRD0001380,PLT002,2025-03-19,C30,30,91.34,296.25,175.26,764.06,1028.61,6.16,0.8712,18667.23
PRD0001381,PLT002,2025-03-19,C30,30,58.94,308.38,177.14,780.78,1008.76,4.19,0.8891,11993.46
PRD0001382,PLT002,2025-03-20,C30,30,121.06,285.33,172.65,767.56,1027.21,2.96,0.8935,24608.15
PRD0001383,PLT002,2025-03-20,C35,35,110.5,325.89,166.12,740.26,1006.45,6.71,0.8986,24020.58
PRD0001384,PLT002,2025-03-20,C30,30,125.51,305.78,174.71,753.76,961.01,4.62,0.8754,25625.28
PRD0001385,PLT002,2025-03-21,C40,40,153.7,356.27,158.15,760.16,1041.59,3.85,0.8841,36058.07
PRD0001386,PLT002,2025-03-21,C30,30,83.42,309.1,174.89,744.88,1057.51,3.77,0.8851,16991.04
PRD0001387,PLT002,2025-03-21,C40,40,121.68,359.24,155.93,762.91,1042.51,6.71,0.8377,28869.67
PRD0001388,PLT002,2025-03-21,C40,40,131.88,368.29,159.73,788.23,1003.89,1.94,0.8364,31297.96
PRD0001389,PLT002,2025-03-22,C40,40,132.31,367.75,156.29,768.58,1037.59,4.69,0.8784,31084.09
PRD0001390,PLT002,2025-03-22,C30,30,127.41,297.39,175.76,788.88,1032.48,3.34,0.8316,26289.88
PRD0001391,PLT002,2025-03-22,C30,30,107.31,299.21,184.28,731.91,986.11,1.98,0.7508,22571.16
PRD0001392,PLT002,2025-03-22,C40,40,88.48,363.65,159.27,763.75,976.06,2.93,0.8181,21090.63
PRD0001393,PLT002,2025-03-23,C25,25,102.59,263.9,178.65,760.91,987.19,2.89,0.8075,19892.08
PRD0001394,PLT002,2025-03-23,C40,40,68.84,369.09,164.36,758.42,982.54,6.49,0.8397,16323.25
PRD0001395,PLT002,2025-03-23,C25,25,111.67,263.32,178.06,773.84,1023.47,4.93,0.8135,21622.95
PRD0001396,PLT002,2025-03-23,C35,35,117.69,334.13,173.98,783.0,1040.06,4.92,0.8825,25682.9
PRD0001397,PLT002,2025-03-24,C30,30,113.61,298.76,170.17,783.3,1005.29,2.9,0.8773,23184.41
PRD0001398,PLT002,2025-03-24,C25,25,141.48,271.04,178.69,719.26,1050.67,1.5,0.846,27182.5
PRD0001399,PLT002,2025-03-25,C40,40,126.78,357.59,158.47,717.09,1022.16,4.58,0.9252,29447.22
PRD0001400,PLT002,2025-03-25,C40,40,89.58,361.89,157.75,734.14,1053.82,4.53,0.8406,21237.47
PRD0001401,PLT002,2025-03-25,C30,30,82.18,301.44,172.77,753.53,1009.22,3.59,0.8654,16819.52
PRD0001402,PLT002,2025-03-25,C35,35,106.83,323.64,172.23,813.97,1083.61,3.24,0.828,23621.64
PRD0001403,PLT002,2025-03-26,C25,25,115.27,256.47,184.24,809.92,1019.69,5.35,0.8782,21974.76
PRD0001404,PLT002,2025-03-26,C25,25,139.48,257.44,170.27,745.31,1005.66,3.19,0.8277,26915.1
PRD0001405,PLT002,2025-03-26,C30,30,104.87,297.25,174.06,747.3,1043.7,5.01,0.8352,21618.9
PRD0001406,PLT002,2025-03-26,C35,35,91.91,331.22,173.13,742.01,986.14,2.72,0.8707,20114.4
PRD0001407,PLT002,2025-03-26,C40,40,132.91,369.18,160.47,819.93,1017.78,4.19,0.8145,31709.1
PRD0001408,PLT002,2025-03-27,C30,30,115.38,295.9,179.76,731.52,1030.55,4.75,0.8649,23617.59
PRD0001409,PLT002,2025-03-27,C40,40,85.57,361.85,154.75,778.01,933.66,5.3,0.7945,20512.65
PRD0001410,PLT002,2025-03-28,C30,30,128.45,302.59,170.29,713.57,1009.22,3.88,0.9153,25972.11
PRD0001411,PLT002,2025-03-28,C30,30,99.63,298.59,172.85,798.9,1041.43,3.4,0.8507,20463.59
PRD0001412,PLT002,2025-03-31,C25,25,101.61,266.56,177.61,757.42,1024.22,7.16,0.8603,19455.24
PRD0001413,PLT002,2025-03-31,C40,40,110.28,365.0,162.83,740.65,1013.89,5.57,0.832,26199.05
PRD0001414,PLT002,2025-04-01,C35,35,134.1,332.23,174.98,761.82,1015.05,2.09,0.8469,29516.96
PRD0001415,PLT002,2025-04-01,C40,40,122.49,359.67,163.86,788.16,983.73,4.35,0.9027,28607.71
PRD0001416,PLT002,2025-04-01,C40,40,116.04,367.04,158.35,751.78,990.41,6.63,0.8821,27237.76
PRD0001417,PLT002,2025-04-01,C35,35,110.83,321.2,168.34,764.12,1032.0,5.38,0.8326,24479.89
PRD0001418,PLT002,2025-04-01,C25,25,102.88,273.65,179.07,747.27,1034.75,6.88,0.7919,20022.69
PRD0001419,PLT002,2025-04-02,C40,40,78.87,365.44,163.38,784.92,1021.24,4.43,0.7922,18917.47
PRD0001420,PLT002,2025-04-02,C25,25,104.8,260.27,180.2,789.35,1053.99,3.73,0.9158,19796.33
PRD0001421,PLT002,2025-04-02,C30,30,111.52,309.52,178.41,694.25,1014.43,2.86,0.9169,22540.57
PRD0001422,PLT002,2025-04-02,C35,35,104.75,315.87,172.12,734.8,1000.27,6.83,0.8358,23119.57
PRD0001423,PLT002,2025-04-03,C40,40,146.5,365.17,162.49,785.96,1056.05,4.56,0.7873,35178.56
PRD0001424,PLT002,2025-04-03,C40,40,109.71,376.25,159.99,755.48,991.08,3.3,0.9243,25486.81
PRD0001425,PLT002,2025-04-03,C25,25,116.19,262.78,182.16,735.48,1039.28,6.61,0.8065,22535.78
PRD0001426,PLT002,2025-04-03,C40,40,146.14,361.21,161.08,810.9,1013.0,5.31,0.8629,34462.03
PRD0001427,PLT002,2025-04-03,C25,25,124.77,254.95,181.25,765.42,993.56,3.94,0.844,23982.99
PRD0001428,PLT002,2025-04-04,C30,30,131.55,300.18,174.3,738.56,1002.68,6.37,0.8542,26995.91
PRD0001429,PLT002,2025-04-04,C40,40,135.78,370.14,158.17,787.83,1020.8,3.45,0.9274,31519.81
PRD0001430,PLT002,2025-04-04,C30,30,141.32,303.49,178.13,746.61,1062.32,6.27,0.8277,29187.15
PRD0001431,PLT002,2025-04-04,C40,40,93.67,365.01,155.76,795.81,1020.52,3.01,0.8558,22126.52
PRD0001432,PLT002,2025-04-04,C30,30,116.87,299.97,175.87,783.95,1027.15,3.85,0.8548,23979.78
PRD0001433,PLT002,2025-04-06,C35,35,97.63,330.78,171.05,764.15,1053.72,6.06,0.9221,21100.34
PRD0001434,PLT002,2025-04-06,C40,40,119.46,359.82,161.63,733.12,1018.12,8.0,0.8706,28117.21
PRD0001435,PLT002,2025-04-07,C30,30,88.86,298.14,181.17,812.58,1052.0,4.91,0.8463,18271.15
PRD0001436,PLT002,2025-04-07,C25,25,116.74,266.52,181.86,682.93,1092.63,4.72,0.872,22288.8
PRD0001437,PLT002,2025-04-08,C30,30,100.68,295.63,179.88,729.26,1028.41,6.22,0.8373,20744.95
PRD0001438,PLT002,2025-04-08,C25,25,100.97,261.38,180.89,750.67,1018.05,2.61,0.8411,19420.94
PRD0001439,PLT002,2025-04-09,C30,30,150.47,300.11,177.34,797.81,1047.44,4.32,0.8382,30997.55
PRD0001440,PLT002,2025-04-09,C25,25,128.08,265.28,179.87,775.58,1016.36,5.44,0.9041,24263.2
PRD0001441,PLT002,2025-04-10,C40,40,91.13,361.98,160.97,742.97,1027.71,5.12,0.8105,21762.87
PRD0001442,PLT002,2025-04-10,C30,30,119.55,294.91,174.03,752.31,998.3,4.56,0.8737,24417.29
PRD0001443,PLT002,2025-04-10,C25,25,120.29,252.09,178.61,740.95,970.27,2.66,0.8454,23113.72
PRD0001444,PLT002,2025-04-11,C40,40,79.67,364.06,161.72,752.93,1083.97,4.99,0.8471,18859.17
PRD0001445,PLT002,2025-04-11,C40,40,98.32,362.22,156.37,741.06,978.64,4.62,0.8108,23477.57
PRD0001446,PLT002,2025-04-11,C35,35,133.63,322.78,166.3,747.29,1031.91,2.58,0.8646,29288.65
PRD0001447,PLT002,2025-04-11,C40,40,130.51,355.8,159.02,756.79,1115.97,3.4,0.9008,30493.86
PRD0001448,PLT002,2025-04-11,C35,35,80.35,326.6,169.31,766.43,1021.68,4.13,0.8982,17467.33
PRD0001449,PLT002,2025-04-12,C30,30,93.53,298.1,171.51,761.35,1038.9,6.21,0.8524,19203.09
PRD0001450,PLT002,2025-04-12,C30,30,103.46,295.37,176.73,753.15,1017.18,5.16,0.8403,21303.81
